,favorite_count,tweet_id,retweet_count,truncated
431,34984,820749716845686786,11525,False
432,13518,820690176645140481,3716,False
433,0,820494788566847489,648,False
434,0,820446719150292993,2980,False
435,3706,820314633777061888,648,False
436,21979,820078625395449857,7246,False
437,0,820013781606658049,1369,False
438,5927,819952236453363712,1369,False
439,14305,819924195358416896,5607,False
440,14916,819711362133872643,3604,False
441,10606,819588359383371776,2271,False
442,8008,819347104292290561,1383,False
443,2550,819238181065359361,462,False
444,25652,819227688460238848,7733,False
445,0,819015337530290176,42228,False
446,0,819015331746349057,21794,False
447,49960,819006400881917954,21794,False
448,95450,819004803107983360,42228,False
449,0,818646164899774465,24069,False
450,24597,818627210458333184,8564,False
451,10971,818614493328580609,2982,False
452,0,818588835076603904,7126,False
453,12127,818536468981415936,2873,False
454,0,818307523543449600,9366,False
455,12197,818259473185828864,2621,False
456,13671,818145370475810820,3014,False
457,5356,817908911860748288,906,False
458,57622,817827839487737858,31314,False
459,11901,817777686764523521,3084,False
460,13105,817536400337801217,3505,False
461,0,817502432452313088,3917,False
462,38260,817423860136083457,17504,False
463,6267,817415592588222464,1131,False
464,0,817181837579653120,9907,False
465,9690,817171292965273600,2326,False
466,13367,817120970343411712,3011,False
467,9517,817056546584727552,1927,False
468,0,816829038950027264,5496,False
469,11071,816816676327063552,2361,False
470,10905,816697700272001025,2545,False
471,33961,816450570814898180,9366,False
472,9564,816336735214911488,2269,False
473,9927,816091915477250048,2500,False
474,0,816062466425819140,1207,False
475,0,816014286006976512,6154,False
476,5545,815990720817401858,1207,False
477,25057,815966073409433600,9907,False
478,0,815745968457060357,4797,False
479,10937,815736392542261248,2625,False
480,9161,815639385530101762,1918,False
481,11467,815390420867969024,4407,False
482,8485,814986499976527872,1505,False
483,12511,814638523311648768,3130,False
484,0,814578408554463233,6750,False
485,9629,814530161257443328,2156,False
486,32000,814153002265309185,10080,False
487,0,813944609378369540,3732,False
488,10342,813910438903693312,2194,False
489,40402,813812741911748608,16267,False
490,9300,813800681631023104,2060,False
491,20783,813217897535406080,8476,False
492,10192,813202720496779264,2090,False
493,22085,813187593374461952,5096,False
494,10384,813172488309972993,2236,False
495,8588,813157409116065792,2557,False
496,9361,813142292504645637,2728,False
497,4968,813130366689148928,513,False
498,13242,813127251579564032,3652,False
499,11515,813112105746448384,3225,False
500,11694,813096984823349248,4207,False
501,10989,813081950185472002,3220,False
502,8865,813066809284972545,2276,False
503,23337,813051746834595840,8503,False
504,8380,812781120811126785,2191,False
505,0,812747805718642688,8067,False
506,7373,812709060537683968,1665,False
507,6787,812503143955202048,1424,False
508,8900,812466873996607488,2231,False
509,15224,812372279581671427,4252,False
510,8102,811985624773361665,1647,False
511,8429,811744202451197953,1884,False
512,6215,811647686436880384,872,False
513,14265,811627233043480576,3650,False
514,23302,811386762094317568,7444,False
515,5927,810984652412424192,1655,False
516,10093,810896069567610880,2090,False
517,12192,810657578271330305,3057,False
518,39640,810284430598270976,13369,False
519,16380,810254108431155201,3901,False
520,17250,809920764300447744,4521,False
521,0,809808892968534016,5711,False
522,7727,809448704142938112,1696,False
523,22246,809220051211603969,6554,False
524,14685,809084759137812480,4046,False
525,11271,808838249661788160,3536,False
526,8784,808733504066486276,2509,False
527,12595,808501579447930884,3007,False
528,47281,808344865868283904,24069,False
529,0,808134635716833280,6961,False
530,9701,808106460588765185,2525,False
531,14015,808001312164028416,4098,False
532,16236,807621403335917568,4288,False
533,107015,807106840509214720,56625,False
534,0,807059379405148160,8521,False
535,14514,807010152071229440,4418,False
536,75639,806629075125202948,37911,False
537,0,806620845233815552,6426,False
538,5370,806576416489959424,2230,False
539,11363,806542213899489280,2752,False
540,0,806242860592926720,13616,False
541,7145,806219024703037440,1388,False
542,0,805958939288408065,6238,False
543,9178,805932879469572096,2209,False
544,7335,805826884734976000,2132,False
545,0,805823200554876929,9374,False
546,6368,805520635690676224,1905,False
547,9773,805487436403003392,2929,False
548,8680,805207613751304193,1972,False
549,15326,804738756058218496,4480,False
550,6886,804475857670639616,2355,False
551,0,804413760345620481,3712,False
552,49774,804026241225523202,18876,False
553,11203,803773340896923648,3220,False
554,0,803692223237865472,8689,False
555,12270,803638050916102144,4828,False
556,8601,803380650405482500,2169,False
557,0,803321560782307329,6221,False
558,11207,803276597545603072,2887,False
559,10085,802952499103731712,2336,False
560,0,802624713319034886,3403,False
561,7938,802600418706604034,1714,False
562,9959,802572683846291456,2926,False
563,18124,802323869084381190,6808,False
564,7039,802265048156610565,1573,False
565,0,802247111496568832,5247,False
566,10132,802239329049477120,3040,False
567,0,802185808107208704,314,False
568,8608,801958328846974976,1992,False
569,1958,801854953262350336,275,False
570,9141,801538201127157760,2391,False
571,6802,801285448605831168,960,False
572,27386,801167903437357056,6961,False
573,0,801127390143516673,4627,False
574,8992,801115127852503040,2429,False
575,778,800859414831898624,113,False
576,0,800855607700029440,1889,False
577,11701,800751577355128832,3214,False
578,14685,800513324630806528,3495,False
579,10538,800459316964663297,2489,False
580,0,800443802682937345,5068,False
581,12456,800388270626521089,3265,False
582,0,800188575492947969,4581,False
583,17092,800141422401830912,2980,False
584,31768,800018252395122689,15351,False
585,0,799774291445383169,5488,False
586,9390,799757965289017345,2506,False
587,8965,799422933579902976,2213,False
588,0,799308762079035393,6478,False
589,11065,799297110730567681,3227,False
590,9058,799063482566066176,2863,False
591,14712,798933969379225600,5203,False
592,8246,798925684722855936,1663,False
593,0,798705661114773508,7724,False
594,0,798701998996647937,9126,False
595,0,798697898615730177,7602,False
596,0,798694562394996736,5812,False
597,0,798686750113755136,2702,False
598,0,798682547630837760,5515,False
599,0,798673117451325440,6485,False
600,0,798665375516884993,4519,False
601,0,798644042770751489,2153,False
602,0,798628517273620480,2272,False
603,0,798585098161549313,6618,False
604,0,798576900688019456,6871,False
605,0,798340744599797760,3924,False
606,11548,798209839306514432,2954,False
607,13018,797971864723324932,3652,False
608,16198,797545162159308800,5656,False
609,22328,797236660651966464,7726,False
610,256,797165961484890113,32,False
611,0,796904159865868288,10411,False
612,8564,796865951799083009,2198,False
613,13256,796759840936919040,3562,False
614,0,796563435802726400,8536,False
615,8472,796484825502875648,2042,False
616,12334,796387464403357696,4861,False
617,0,796177847564038144,16628,False
618,36177,796149749086875649,16628,False
619,5511,796125600683540480,2079,False
620,10139,796116448414461957,2813,False
621,9469,796080075804475393,2703,False
622,12071,796031486298386433,4284,False
623,55683,795464331001561088,27728,False
624,11270,795400264262053889,3323,False
625,18139,795076730285391872,6288,False
626,0,794983741416415232,3942,False
627,11492,794926597468000259,2697,False
628,0,794355576146903043,12014,False
629,10686,794332329137291264,3088,False
630,10314,794205286408003585,3895,False
631,18910,793962221541933056,5711,False
632,10295,793845145112371200,2187,False
633,0,793614319594401792,3661,False
634,8926,793601777308463104,1908,False
635,11953,793500921481273345,2786,False
636,27597,793286476301799424,10723,False
637,9677,793271401113350145,2763,False
638,22350,793256262322548741,9714,False
639,11780,793241302385262592,3812,False
640,11001,793226087023144960,3338,False
641,9997,793210959003287553,3301,False
642,17063,793195938047070209,6547,False
643,7740,793180763617361921,2310,False
644,10478,793165685325201412,3238,False
645,6909,793150605191548928,1984,False
646,7214,793135492858580992,2893,False
647,14202,793120401413079041,4551,False
648,16063,792913359805018113,4715,False
649,12666,792883833364439040,4964,False
650,8209,792773781206999040,1963,False
651,15128,792394556390137856,4998,False
652,8029,792050063153438720,2088,False
653,0,791821351946420224,24514,False
654,0,791784077045166082,11271,False
655,0,791780927877898241,4432,False
656,37818,791774931465953280,21156,False
657,13129,791672322847637504,3661,False
658,14670,791406955684368384,4797,False
659,9841,791312159183634433,2963,False
660,0,791026214425268224,4858,False
661,11089,790987426131050500,2483,False
662,18601,790946055508652032,5496,False
663,0,790723298204217344,2704,False
664,9158,790698755171364864,2203,False
665,22473,790581949425475584,8183,False
666,8740,790337589677002753,2167,False
667,14081,790277117346975746,3732,False
668,0,790227638568808452,4190,False
669,10369,789986466051088384,2704,False
670,0,789960241177853952,4839,False
671,11673,789903600034189313,4858,False
672,8448,789628658055020548,2080,False
673,7620,789599242079838210,2279,False
674,13188,789530877013393408,3942,False
675,9615,789314372632018944,2666,False
676,0,789280767834746880,5747,False
677,10196,789268448748703744,3014,False
678,10875,789137962068021249,3244,False
679,30653,788908386943430656,14409,False
680,30658,788765914992902144,12014,False
681,0,788552643979468800,8407,False
682,16060,788412144018661376,5990,False
683,8100,788178268662984705,2488,False
684,6865,788150585577050112,1510,False
685,0,788070120937619456,3952,False
686,6867,788039637453406209,1535,False
687,9717,787810552592695296,3540,False
688,11416,787717603741622272,3240,False
689,12120,787397959788929025,3300,False
690,8726,787322443945877504,2032,False
691,0,787111942498508800,7798,False
692,29725,786963064373534720,9327,False
693,0,786729988674449408,2827,False
694,20296,786709082849828864,7069,False
695,11957,786664955043049472,2996,False
696,10497,786595970293370880,3601,False
697,12189,786363235746385920,4072,False
698,8930,786286427768250368,3352,False
699,17178,786233965241827333,5571,False
700,1614,786051337297522688,179,False
701,0,786036967502913536,8237,False
702,12696,785927819176054784,3652,False
703,7489,785872687017132033,2130,False
704,8735,785639753186217984,2561,False
705,10183,785533386513321988,2334,False
706,6800,785515384317313025,1477,False
707,8128,785264754247995392,1911,False
708,13491,785170936622350336,5639,False
709,11310,784826020293709826,3712,False
710,10039,784517518371221505,2970,False
711,6329,784431430411685888,1491,False
712,22513,784183165795655680,9374,False
713,33505,784057939640352768,12953,False
714,33689,783839966405230592,12643,False
715,8209,783821107061198850,2269,False
716,11650,783695101801398276,3737,False
717,9468,783466772167098368,2608,False
718,18908,783391753726550016,6441,False
719,0,783347506784731136,6533,False
720,32651,783334639985389568,13616,False
721,9112,783085703974514689,2565,False
722,26949,782969140009107456,8521,False
723,8310,782747134529531904,1604,False
724,19250,782722598790725632,6238,False
725,8694,782598640137187329,2184,False
726,18630,782305867769217024,6470,False
727,0,782021823840026624,7236,False
728,12357,781955203444699136,3920,False
729,11634,781661882474196992,3129,False
730,4466,781655249211752448,1314,False
731,23163,781524693396357120,6426,False
732,7973,781308096455073793,2961,False
733,9428,781251288990355457,2458,False
734,10895,781163403222056960,3168,False
735,24192,780931614150983680,8536,False
736,8033,780858289093574656,2328,False
737,6141,780800785462489090,1505,False
738,13525,780601303617732608,3839,False
739,7040,780543529827336192,2032,False
740,0,780496263422808064,4319,False
741,0,780476555013349377,136,False
742,5892,780459368902959104,1224,False
743,9712,780192070812196864,2589,False
744,0,780092040432480260,2655,False
745,13723,780074436359819264,5815,False
746,21252,779834332596887552,8237,False
747,9831,779377524342161408,3613,False
748,0,779124354206535695,21324,False
749,13206,779123168116150273,4207,False
750,16500,779056095788752897,5247,False
751,22342,778990705243029504,8437,False
752,0,778774459159379968,11550,False
753,955,778764940568104960,426,False
754,7717,778748913645780993,1562,False
755,6430,778650543019483137,1729,False
756,5177,778624900596654080,1176,False
757,15135,778408200802557953,5023,False
758,0,778396591732486144,14198,False
759,6515,778383385161035776,1271,False
760,11576,778286810187399168,3836,False
761,9417,778039087836069888,3065,False
762,7320,778027034220126208,1885,False
763,0,777953400541634568,4080,False
764,7078,777885040357281792,1893,False
765,12518,777684233540206592,3403,False
766,0,777641927919427584,4947,False
767,9742,777621514455814149,2910,False
768,15921,777189768882946048,4999,False
769,0,776819012571455488,15839,False
770,5444,776813020089548800,1405,False
771,9858,776477788987613185,3249,False
772,0,776249906839351296,10673,False
773,33345,776218204058357768,18497,False
774,10681,776201521193218049,2919,False
775,13102,776113305656188928,5068,False
776,2045,776088319444877312,179,False
777,0,775898661951791106,17621,False
778,13022,775842724423557120,3116,False
779,15413,775733305207554048,4627,False
780,14361,775729183532220416,5302,False
781,8295,775364825476165632,3472,False
782,11309,775350846108426240,4532,False
783,0,775096608509886464,9220,False
784,17281,775085132600442880,5488,False
785,9462,774757898236878852,2035,False
786,7508,774639387460112384,2013,False
787,24167,774314403806253056,6478,False
788,11925,773985732834758656,4492,False
789,7110,773922284943896577,1999,False
790,7317,773704687002451968,1891,False
791,5935,773670353721753600,1501,False
792,24553,773547596996571136,7126,False
793,0,773336787167145985,5912,False
794,25846,773308824254029826,8640,False
795,10414,773247561583001600,3699,False
796,11117,773191612633579521,4736,False
797,9555,772877495989305348,4501,False
798,8842,772826264096874500,2669,False
799,0,772615324260794368,3914,False
800,7192,772581559778025472,1968,False
801,6665,772193107915964416,1612,False
802,4181,772152991789019136,1300,False
803,4165,772117678702071809,848,False
804,3005,772114945936949249,546,False
805,4448,772102971039580160,1065,False
806,7298,771908950375665664,2181,False
807,13356,771770456517009408,3924,False
808,9167,771500966810099713,3018,False
809,11746,771380798096281600,5912,False
810,0,771171053431250945,8705,False
811,10223,771136648247640064,3357,False
812,6898,771102124360998913,1663,False
813,7032,771014301343748096,1782,False
814,5498,770787852854652928,1415,False
815,5749,770772759874076672,1626,False
816,0,770743923962707968,52360,False
817,8130,770655142660169732,2013,False
818,6987,770414278348247044,2390,False
819,6923,770293558247038976,1718,False
820,0,770093767776997377,3520,False
821,8385,770069151037685760,2651,False
822,34948,769940425801170949,11131,False
823,7101,769695466921623552,1926,False
824,0,769335591808995329,8830,False
825,5980,769212283578875904,1969,False
826,16017,768970937022709760,7574,False
827,0,768909767477751808,3129,False
828,4660,768855141948723200,1034,False
829,4580,768609597686943744,1382,False
830,5592,768596291618299904,1473,False
831,0,768554158521745409,6719,False
832,15110,768473857036525572,3958,False
